detector,dataset,granularity,strategy,alpha,ucb_method,delta,mean_test_risk,mean_test_coverage,target_met_rate,mean_guarantee_margin,worst_group_target_met_rate,worst_group_test_risk
mock,toy_det,coarse,flat,0.05,clopper_pearson,0.05,1.0,0.0,0.0,-0.95,,
mock,toy_det,coarse,flat,0.1,clopper_pearson,0.05,1.0,0.0,0.0,-0.9,,
mock,toy_det,coarse,flat,0.2,clopper_pearson,0.05,1.0,0.0,0.0,-0.7999999999999999,,
mock,toy_det,coarse,groupwise,0.05,clopper_pearson,0.05,0.6666666666666666,0.3333333333333333,0.3333333333333333,-0.6299801963539132,0.3333333333333333,0.6666666666666666
mock,toy_det,coarse,groupwise,0.1,clopper_pearson,0.05,0.6666666666666666,0.3333333333333333,0.3333333333333333,-0.5799801963539132,0.3333333333333333,0.6666666666666666
mock,toy_det,coarse,groupwise,0.2,clopper_pearson,0.05,0.6666666666666666,0.3333333333333333,0.3333333333333333,-0.4799801963539132,0.3333333333333333,0.6666666666666666
mock,toy_det,coarse,hierarchy,0.05,clopper_pearson,0.05,0.6666666666666666,0.3333333333333333,0.3333333333333333,-0.6200631934561144,,
mock,toy_det,coarse,hierarchy,0.1,clopper_pearson,0.05,0.6666666666666666,0.3333333333333333,0.3333333333333333,-0.5700631934561146,,
mock,toy_det,coarse,hierarchy,0.2,clopper_pearson,0.05,0.6666666666666666,0.3333333333333333,0.3333333333333333,-0.4700631934561146,,
mock,toy_det,counterfactual,flat,0.05,clopper_pearson,0.05,0.0169329213042316,0.9335572605723182,1.0,0.0105562733957041,,
mock,toy_det,counterfactual,flat,0.1,clopper_pearson,0.05,0.0641681550254444,0.9808061636228156,1.0,0.0095386329066163,,
mock,toy_det,counterfactual,flat,0.2,clopper_pearson,0.05,0.0822265422796866,1.0,1.0,0.0850846377678511,,
mock,toy_det,counterfactual,groupwise,0.05,clopper_pearson,0.05,0.0044108380592312,0.9189810288127384,1.0,0.0102791573951163,1.0,0.0056634304207119
mock,toy_det,counterfactual,groupwise,0.1,clopper_pearson,0.05,0.0307695686693481,0.9469790911774968,1.0,0.025964915734058,1.0,0.0343912184173216
mock,toy_det,counterfactual,groupwise,0.2,clopper_pearson,0.05,0.0702939204460747,0.9873015873015872,1.0,0.0495523593300875,1.0,0.1028034415332579
mock,toy_det,counterfactual,hierarchy,0.05,clopper_pearson,0.05,0.0169329213042316,0.9335572605723182,1.0,0.0105562733957041,,
mock,toy_det,counterfactual,hierarchy,0.1,clopper_pearson,0.05,0.0641681550254444,0.9808061636228156,1.0,0.0095386329066163,,
mock,toy_det,counterfactual,hierarchy,0.2,clopper_pearson,0.05,0.0822265422796866,1.0,1.0,0.0850846377678511,,
mock,toy_det,fine,flat,0.05,clopper_pearson,0.05,0.0,1.0,1.0,0.0413292853103632,,
mock,toy_det,fine,flat,0.1,clopper_pearson,0.05,0.0,1.0,1.0,0.0913292853103632,,
mock,toy_det,fine,flat,0.2,clopper_pearson,0.05,0.0,1.0,1.0,0.1913292853103632,,
